OBJECTID,Longitude,Latitude,Section,Destination,Time,Date
146,118.8560028,35.68151093,To Dongwu,Overland Route,2012-1-4 11:05,"January 4th, 10 BC"
145,118.8560867,35.6853714,To Dongwu,Overland Route,2012-1-4 11:10,"January 4th, 10 BC"
144,118.8592682,35.68832016,To Dongwu,Overland Route,2012-1-4 11:15,"January 4th, 10 BC"
143,118.861908,35.69192505,To Dongwu,Overland Route,2012-1-4 11:20,"January 4th, 10 BC"
142,118.8626404,35.69555664,To Dongwu,Overland Route,2012-1-4 11:25,"January 4th, 10 BC"
141,118.8633652,35.69918823,To Dongwu,Overland Route,2012-1-4 11:30,"January 4th, 10 BC"
140,118.8676147,35.70175934,To Dongwu,Overland Route,2012-1-4 11:35,"January 4th, 10 BC"
139,118.8718567,35.70427322,To Dongwu,Overland Route,2012-1-4 11:40,"January 4th, 10 BC"
138,118.8760223,35.70313263,To Dongwu,Overland Route,2012-1-4 11:45,"January 4th, 10 BC"
137,118.8805161,35.70423508,To Dongwu,Overland Route,2012-1-4 11:50,"January 4th, 10 BC"
136,118.881485,35.70843124,To Dongwu,Overland Route,2012-1-4 11:55,"January 4th, 10 BC"
135,118.8844376,35.71192551,To Dongwu,Overland Route,2012-1-4 12:00,"January 4th, 10 BC"
134,118.8850784,35.71623611,To Dongwu,Overland Route,2012-1-4 12:05,"January 4th, 10 BC"
133,118.8883896,35.71960068,To Dongwu,Overland Route,2012-1-4 12:10,"January 4th, 10 BC"
132,118.8923264,35.72228241,To Dongwu,Overland Route,2012-1-4 12:15,"January 4th, 10 BC"
131,118.8939438,35.72624969,To Dongwu,Overland Route,2012-1-4 12:20,"January 4th, 10 BC"
130,118.8972549,35.72961426,To Dongwu,Overland Route,2012-1-4 12:25,"January 4th, 10 BC"
129,118.9023056,35.73051453,To Dongwu,Overland Route,2012-1-4 12:30,"January 4th, 10 BC"
128,118.9067841,35.7326088,To Dongwu,Overland Route,2012-1-4 12:35,"January 4th, 10 BC"
127,118.909462,35.73612976,To Dongwu,Overland Route,2012-1-4 12:40,"January 4th, 10 BC"
126,118.9100952,35.740448,To Dongwu,Overland Route,2012-1-4 12:45,"January 4th, 10 BC"
125,118.912735,35.74405289,To Dongwu,Overland Route,2012-1-4 12:50,"January 4th, 10 BC"
124,118.9163208,35.7468605,To Dongwu,Overland Route,2012-1-4 12:55,"January 4th, 10 BC"
123,118.9178619,35.75020218,To Dongwu,Overland Route,2012-1-4 13:00,"January 4th, 10 BC"
122,118.9210358,35.75361633,To Dongwu,Overland Route,2012-1-4 13:05,"January 4th, 10 BC"
121,118.9236755,35.75721741,To Dongwu,Overland Route,2012-1-4 13:10,"January 4th, 10 BC"
120,118.92659,35.76026154,To Dongwu,Overland Route,2012-1-4 13:15,"January 4th, 10 BC"
119,118.9310684,35.76071548,To Dongwu,Overland Route,2012-1-4 13:20,"January 4th, 10 BC"
118,118.9344559,35.76359177,To Dongwu,Overland Route,2012-1-4 13:25,"January 4th, 10 BC"
117,118.937561,35.76656723,To Dongwu,Overland Route,2012-1-4 13:30,"January 4th, 10 BC"
116,118.9420853,35.76857758,To Dongwu,Overland Route,2012-1-4 13:35,"January 4th, 10 BC"
115,118.9449234,35.77177048,To Dongwu,Overland Route,2012-1-4 13:40,"January 4th, 10 BC"
114,118.9492111,35.7726326,To Dongwu,Overland Route,2012-1-4 13:45,"January 4th, 10 BC"
113,118.9527969,35.7754364,To Dongwu,Overland Route,2012-1-4 13:50,"January 4th, 10 BC"
112,118.9538574,35.77952194,To Dongwu,Overland Route,2012-1-4 13:55,"January 4th, 10 BC"
111,118.9513931,35.78320694,To Dongwu,Overland Route,2012-1-4 14:00,"January 4th, 10 BC"
110,118.9516373,35.78752899,To Dongwu,Overland Route,2012-1-4 14:05,"January 4th, 10 BC"
109,118.9530106,35.79138184,To Dongwu,Overland Route,2012-1-4 14:10,"January 4th, 10 BC"
108,118.954361,35.79499817,To Dongwu,Overland Route,2012-1-4 14:15,"January 4th, 10 BC"
107,118.9579315,35.7978096,To Dongwu,Overland Route,2012-1-4 14:20,"January 4th, 10 BC"
106,118.962204,35.80034256,To Dongwu,Overland Route,2012-1-4 14:25,"January 4th, 10 BC"
105,118.9650955,35.80342102,To Dongwu,Overland Route,2012-1-4 14:29,"January 4th, 10 BC"
104,118.9685669,35.80647659,To Dongwu,Overland Route,2012-1-4 14:34,"January 4th, 10 BC"
103,118.9714661,35.80955124,To Dongwu,Overland Route,2012-1-4 14:39,"January 4th, 10 BC"
102,118.9766159,35.81024551,To Dongwu,Overland Route,2012-1-4 14:44,"January 4th, 10 BC"
101,118.9813995,35.81172562,To Dongwu,Overland Route,2012-1-4 14:49,"January 4th, 10 BC"
100,118.9865112,35.81086349,To Dongwu,Overland Route,2012-1-4 14:54,"January 4th, 10 BC"
99,118.9917831,35.81130219,To Dongwu,Overland Route,2012-1-4 14:59,"January 4th, 10 BC"
98,118.9963074,35.81331253,To Dongwu,Overland Route,2012-1-4 15:04,"January 4th, 10 BC"
97,119.0008316,35.81532288,To Dongwu,Overland Route,2012-1-4 15:09,"January 4th, 10 BC"
96,119.0056229,35.81678391,To Dongwu,Overland Route,2012-1-4 15:14,"January 4th, 10 BC"
95,119.0106735,35.81728745,To Dongwu,Overland Route,2012-1-4 15:19,"January 4th, 10 BC"
94,119.0145035,35.81403351,To Dongwu,Overland Route,2012-1-4 15:24,"January 4th, 10 BC"
93,119.0180664,35.81579971,To Dongwu,Overland Route,2012-1-4 15:29,"January 4th, 10 BC"
92,119.0223236,35.81836319,To Dongwu,Overland Route,2012-1-4 15:34,"January 4th, 10 BC"
91,119.024971,35.82196426,To Dongwu,Overland Route,2012-1-4 15:39,"January 4th, 10 BC"
90,119.0269547,35.82580185,To Dongwu,Overland Route,2012-1-4 15:44,"January 4th, 10 BC"
89,119.0302734,35.8291626,To Dongwu,Overland Route,2012-1-4 15:49,"January 4th, 10 BC"
88,119.0319061,35.83312607,To Dongwu,Overland Route,2012-1-4 15:54,"January 4th, 10 BC"
87,119.0339203,35.83695221,To Dongwu,Overland Route,2012-1-4 15:59,"January 4th, 10 BC"
86,119.0340195,35.84081268,To Dongwu,Overland Route,2012-1-4 16:04,"January 4th, 10 BC"
85,119.03508,35.84497833,To Dongwu,Overland Route,2012-1-4 16:09,"January 4th, 10 BC"
84,119.03759,35.848629,To Dongwu,Overland Route,2012-1-4 16:14,"January 4th, 10 BC"
83,119.0391846,35.85201645,To Dongwu,Overland Route,2012-1-4 16:19,"January 4th, 10 BC"
82,119.0411072,35.85581207,To Dongwu,Overland Route,2012-1-4 16:24,"January 4th, 10 BC"
81,119.0412064,35.85967255,To Dongwu,Overland Route,2012-1-4 16:29,"January 4th, 10 BC"
80,119.0413208,35.8641777,To Dongwu,Overland Route,2012-1-4 16:34,"January 4th, 10 BC"
79,119.0423813,35.86834335,To Dongwu,Overland Route,2012-1-4 16:39,"January 4th, 10 BC"
78,119.0453339,35.87137604,To Dongwu,Overland Route,2012-1-4 16:44,"January 4th, 10 BC"
77,119.0500412,35.87285995,To Dongwu,Overland Route,2012-1-4 16:49,"January 4th, 10 BC"
76,119.0493164,35.87701416,To Dongwu,Overland Route,2012-1-4 16:54,"January 4th, 10 BC"
75,119.0530243,35.87977219,To Dongwu,Overland Route,2012-1-4 16:59,"January 4th, 10 BC"
74,119.0537643,35.88340378,To Dongwu,Overland Route,2012-1-4 17:04,"January 4th, 10 BC"
73,119.0574112,35.88609314,To Dongwu,Overland Route,2012-1-4 17:09,"January 4th, 10 BC"
72,119.0618134,35.88537979,To Dongwu,Overland Route,2012-1-4 17:14,"January 4th, 10 BC"
71,119.0649643,35.88190842,To Dongwu,Overland Route,2012-1-4 17:19,"January 4th, 10 BC"
70,119.069458,35.88266373,To Dongwu,Overland Route,2012-1-4 17:24,"January 4th, 10 BC"
69,119.0742188,35.8828125,To Dongwu,Overland Route,2012-1-4 17:29,"January 4th, 10 BC"
68,119.0789719,35.88244629,To Dongwu,Overland Route,2012-1-4 17:34,"January 4th, 10 BC"
67,119.0811768,35.88620758,To Dongwu,Overland Route,2012-1-4 17:39,"January 4th, 10 BC"
66,119.0842819,35.88964081,To Dongwu,Overland Route,2012-1-4 17:44,"January 4th, 10 BC"
65,119.0890808,35.88944244,To Dongwu,Overland Route,2012-1-4 17:49,"January 4th, 10 BC"
64,119.0928192,35.89180374,To Dongwu,Overland Route,2012-1-4 17:54,"January 4th, 10 BC"
63,119.0966721,35.89238358,To Dongwu,Overland Route,2012-1-4 17:59,"January 4th, 10 BC"
62,119.099472,35.88927078,To Dongwu,Overland Route,2012-1-4 18:04,"January 4th, 10 BC"
61,119.1032715,35.88844299,To Dongwu,Overland Route,2012-1-4 18:09,"January 4th, 10 BC"
60,119.1079407,35.88677597,To Dongwu,Overland Route,2012-1-4 18:14,"January 4th, 10 BC"
59,119.1130981,35.88746262,To Dongwu,Overland Route,2012-1-4 18:19,"January 4th, 10 BC"
58,119.1162186,35.8901062,To Dongwu,Overland Route,2012-1-4 18:24,"January 4th, 10 BC"
57,119.1203613,35.88824463,To Dongwu,Overland Route,2012-1-4 18:29,"January 4th, 10 BC"
56,119.1248856,35.88999176,To Dongwu,Overland Route,2012-1-4 18:34,"January 4th, 10 BC"
55,119.1296844,35.89144135,To Dongwu,Overland Route,2012-1-4 18:39,"January 4th, 10 BC"
54,119.1339493,35.89400101,To Dongwu,Overland Route,2012-1-4 18:44,"January 4th, 10 BC"
53,119.1382141,35.89656067,To Dongwu,Overland Route,2012-1-4 18:49,"January 4th, 10 BC"
52,119.1409607,35.9001236,To Dongwu,Overland Route,2012-1-4 18:54,"January 4th, 10 BC"
51,119.1439362,35.90361023,To Dongwu,Overland Route,2012-1-4 18:59,"January 4th, 10 BC"
50,119.1473923,35.90599823,To Dongwu,Overland Route,2012-1-4 19:04,"January 4th, 10 BC"
49,119.1523895,35.90703964,To Dongwu,Overland Route,2012-1-4 19:09,"January 4th, 10 BC"
48,119.1569901,35.90888977,To Dongwu,Overland Route,2012-1-4 19:14,"January 4th, 10 BC"
47,119.1619568,35.9099884,To Dongwu,Overland Route,2012-1-4 19:19,"January 4th, 10 BC"
46,119.1670761,35.90911484,To Dongwu,Overland Route,2012-1-4 19:24,"January 4th, 10 BC"
45,119.1717987,35.90750122,To Dongwu,Overland Route,2012-1-4 19:29,"January 4th, 10 BC"
44,119.1761475,35.90817261,To Dongwu,Overland Route,2012-1-4 19:34,"January 4th, 10 BC"
43,119.1813049,35.90885925,To Dongwu,Overland Route,2012-1-4 19:39,"January 4th, 10 BC"
42,119.1860962,35.91033173,To Dongwu,Overland Route,2012-1-4 19:44,"January 4th, 10 BC"
41,119.1908798,35.9118042,To Dongwu,Overland Route,2012-1-4 19:49,"January 4th, 10 BC"
40,119.1942825,35.91501617,To Dongwu,Overland Route,2012-1-4 19:54,"January 4th, 10 BC"
39,119.1988144,35.91701889,To Dongwu,Overland Route,2012-1-4 19:59,"January 4th, 10 BC"
38,119.2041321,35.91668701,To Dongwu,Overland Route,2012-1-4 20:04,"January 4th, 10 BC"
37,119.2085495,35.91452408,To Dongwu,Overland Route,2012-1-4 20:09,"January 4th, 10 BC"
36,119.2135773,35.91400528,To Dongwu,Overland Route,2012-1-4 20:14,"January 4th, 10 BC"
35,119.2184982,35.91519547,To Dongwu,Overland Route,2012-1-4 20:19,"January 4th, 10 BC"
34,119.2240295,35.91509247,To Dongwu,Overland Route,2012-1-4 20:24,"January 4th, 10 BC"
33,119.2291946,35.9157753,To Dongwu,Overland Route,2012-1-4 20:29,"January 4th, 10 BC"
32,119.2341003,35.916996,To Dongwu,Overland Route,2012-1-4 20:34,"January 4th, 10 BC"
31,119.2380295,35.91735077,To Dongwu,Overland Route,2012-1-4 20:39,"January 4th, 10 BC"
30,119.2425079,35.91743469,To Dongwu,Overland Route,2012-1-4 20:44,"January 4th, 10 BC"
29,119.2467117,35.92012787,To Dongwu,Overland Route,2012-1-4 20:49,"January 4th, 10 BC"
28,119.2515411,35.91987228,To Dongwu,Overland Route,2012-1-4 20:54,"January 4th, 10 BC"
27,119.25634,35.92131424,To Dongwu,Overland Route,2012-1-4 20:59,"January 4th, 10 BC"
26,119.2611389,35.9227562,To Dongwu,Overland Route,2012-1-4 21:04,"January 4th, 10 BC"
25,119.2651443,35.92586899,To Dongwu,Overland Route,2012-1-4 21:09,"January 4th, 10 BC"
24,119.2691574,35.92898178,To Dongwu,Overland Route,2012-1-4 21:14,"January 4th, 10 BC"
23,119.2729721,35.93133163,To Dongwu,Overland Route,2012-1-4 21:19,"January 4th, 10 BC"
22,119.2775574,35.93321609,To Dongwu,Overland Route,2012-1-4 21:24,"January 4th, 10 BC"
21,119.2817993,35.93584061,To Dongwu,Overland Route,2012-1-4 21:29,"January 4th, 10 BC"
20,119.2866364,35.9372139,To Dongwu,Overland Route,2012-1-4 21:34,"January 4th, 10 BC"
19,119.2919464,35.93687439,To Dongwu,Overland Route,2012-1-4 21:39,"January 4th, 10 BC"
18,119.2966766,35.93586349,To Dongwu,Overland Route,2012-1-4 21:44,"January 4th, 10 BC"
17,119.3009567,35.93841934,To Dongwu,Overland Route,2012-1-4 21:49,"January 4th, 10 BC"
16,119.3038864,35.94145584,To Dongwu,Overland Route,2012-1-4 21:54,"January 4th, 10 BC"
15,119.3065491,35.94504547,To Dongwu,Overland Route,2012-1-4 21:59,"January 4th, 10 BC"
14,119.308548,35.94887924,To Dongwu,Overland Route,2012-1-4 22:04,"January 4th, 10 BC"
13,119.312561,35.95198822,To Dongwu,Overland Route,2012-1-4 22:09,"January 4th, 10 BC"
12,119.3171463,35.95388031,To Dongwu,Overland Route,2012-1-4 22:14,"January 4th, 10 BC"
11,119.3223114,35.95455933,To Dongwu,Overland Route,2012-1-4 22:19,"January 4th, 10 BC"
10,119.3244324,35.95814514,To Dongwu,Overland Route,2012-1-4 22:24,"January 4th, 10 BC"
9,119.3287201,35.96067429,To Dongwu,Overland Route,2012-1-4 22:29,"January 4th, 10 BC"
8,119.3335114,35.96213913,To Dongwu,Overland Route,2012-1-4 22:34,"January 4th, 10 BC"
7,119.3383026,35.96360397,To Dongwu,Overland Route,2012-1-4 22:39,"January 4th, 10 BC"
6,119.3427353,35.96146393,To Dongwu,Overland Route,2012-1-4 22:44,"January 4th, 10 BC"
5,119.345871,35.95798492,To Dongwu,Overland Route,2012-1-4 22:49,"January 4th, 10 BC"
4,119.3495941,35.95469284,To Dongwu,Overland Route,2012-1-4 22:54,"January 4th, 10 BC"
3,119.3494797,35.95083618,To Dongwu,Overland Route,2012-1-4 22:59,"January 4th, 10 BC"
2,119.3513336,35.94697571,To Dongwu,Overland Route,2012-1-4 23:04,"January 4th, 10 BC"
1,119.3561249,35.94844055,To Dongwu,Overland Route,2012-1-4 23:09,"January 4th, 10 BC"
