OBJECTID,Longitude,Latitude,Section,Destination,Timestamp,Color,Time,Date
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:15,#DC143C,2013-3-9 8:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:20,#DC143C,2013-3-9 8:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:25,#DC143C,2013-3-9 8:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:30,#DC143C,2013-3-9 8:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:35,#DC143C,2013-3-9 8:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:40,#DC143C,2013-3-9 8:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:45,#DC143C,2013-3-9 8:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:50,#DC143C,2013-3-9 8:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 8:55,#DC143C,2013-3-9 8:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:00,#DC143C,2013-3-9 9:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:05,#DC143C,2013-3-9 9:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:10,#DC143C,2013-3-9 9:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:15,#DC143C,2013-3-9 9:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:20,#DC143C,2013-3-9 9:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:25,#DC143C,2013-3-9 9:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:30,#DC143C,2013-3-9 9:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:35,#DC143C,2013-3-9 9:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:40,#DC143C,2013-3-9 9:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:45,#DC143C,2013-3-9 9:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:50,#DC143C,2013-3-9 9:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 9:55,#DC143C,2013-3-9 9:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:00,#DC143C,2013-3-9 10:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:05,#DC143C,2013-3-9 10:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:10,#DC143C,2013-3-9 10:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:15,#DC143C,2013-3-9 10:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:20,#DC143C,2013-3-9 10:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:25,#DC143C,2013-3-9 10:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:30,#DC143C,2013-3-9 10:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:35,#DC143C,2013-3-9 10:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:40,#DC143C,2013-3-9 10:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:45,#DC143C,2013-3-9 10:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:50,#DC143C,2013-3-9 10:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 10:55,#DC143C,2013-3-9 10:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:00,#DC143C,2013-3-9 11:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:05,#DC143C,2013-3-9 11:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:10,#DC143C,2013-3-9 11:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:15,#DC143C,2013-3-9 11:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:20,#DC143C,2013-3-9 11:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:25,#DC143C,2013-3-9 11:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:30,#DC143C,2013-3-9 11:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:35,#DC143C,2013-3-9 11:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:40,#DC143C,2013-3-9 11:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:45,#DC143C,2013-3-9 11:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:50,#DC143C,2013-3-9 11:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 11:55,#DC143C,2013-3-9 11:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:00,#DC143C,2013-3-9 12:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:05,#DC143C,2013-3-9 12:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:10,#DC143C,2013-3-9 12:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:15,#DC143C,2013-3-9 12:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:20,#DC143C,2013-3-9 12:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:25,#DC143C,2013-3-9 12:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:30,#DC143C,2013-3-9 12:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:35,#DC143C,2013-3-9 12:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:40,#DC143C,2013-3-9 12:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:45,#DC143C,2013-3-9 12:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:50,#DC143C,2013-3-9 12:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 12:55,#DC143C,2013-3-9 12:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:00,#DC143C,2013-3-9 13:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:05,#DC143C,2013-3-9 13:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:10,#DC143C,2013-3-9 13:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:15,#DC143C,2013-3-9 13:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:20,#DC143C,2013-3-9 13:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:25,#DC143C,2013-3-9 13:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:30,#DC143C,2013-3-9 13:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:35,#DC143C,2013-3-9 13:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:40,#DC143C,2013-3-9 13:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:45,#DC143C,2013-3-9 13:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:50,#DC143C,2013-3-9 13:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 13:55,#DC143C,2013-3-9 13:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:00,#DC143C,2013-3-9 14:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:05,#DC143C,2013-3-9 14:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:10,#DC143C,2013-3-9 14:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:15,#DC143C,2013-3-9 14:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:20,#DC143C,2013-3-9 14:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:25,#DC143C,2013-3-9 14:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:30,#DC143C,2013-3-9 14:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:35,#DC143C,2013-3-9 14:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:40,#DC143C,2013-3-9 14:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:45,#DC143C,2013-3-9 14:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:50,#DC143C,2013-3-9 14:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 14:55,#DC143C,2013-3-9 14:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:00,#DC143C,2013-3-9 15:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:05,#DC143C,2013-3-9 15:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:10,#DC143C,2013-3-9 15:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:15,#DC143C,2013-3-9 15:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:20,#DC143C,2013-3-9 15:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:25,#DC143C,2013-3-9 15:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:30,#DC143C,2013-3-9 15:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:35,#DC143C,2013-3-9 15:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:40,#DC143C,2013-3-9 15:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:45,#DC143C,2013-3-9 15:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:50,#DC143C,2013-3-9 15:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 15:55,#DC143C,2013-3-9 15:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:00,#DC143C,2013-3-9 16:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:05,#DC143C,2013-3-9 16:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:10,#DC143C,2013-3-9 16:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:15,#DC143C,2013-3-9 16:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:20,#DC143C,2013-3-9 16:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:25,#DC143C,2013-3-9 16:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:30,#DC143C,2013-3-9 16:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:35,#DC143C,2013-3-9 16:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:40,#DC143C,2013-3-9 16:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:45,#DC143C,2013-3-9 16:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:50,#DC143C,2013-3-9 16:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 16:55,#DC143C,2013-3-9 16:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:00,#DC143C,2013-3-9 17:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:05,#DC143C,2013-3-9 17:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:10,#DC143C,2013-3-9 17:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:15,#DC143C,2013-3-9 17:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:20,#DC143C,2013-3-9 17:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:25,#DC143C,2013-3-9 17:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:30,#DC143C,2013-3-9 17:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:35,#DC143C,2013-3-9 17:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:40,#DC143C,2013-3-9 17:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:45,#DC143C,2013-3-9 17:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:50,#DC143C,2013-3-9 17:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 17:55,#DC143C,2013-3-9 17:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:00,#DC143C,2013-3-9 18:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:05,#DC143C,2013-3-9 18:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:10,#DC143C,2013-3-9 18:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:15,#DC143C,2013-3-9 18:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:20,#DC143C,2013-3-9 18:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:25,#DC143C,2013-3-9 18:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:30,#DC143C,2013-3-9 18:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:35,#DC143C,2013-3-9 18:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:40,#DC143C,2013-3-9 18:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:45,#DC143C,2013-3-9 18:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:50,#DC143C,2013-3-9 18:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 18:55,#DC143C,2013-3-9 18:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:00,#DC143C,2013-3-9 19:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:05,#DC143C,2013-3-9 19:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:10,#DC143C,2013-3-9 19:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:15,#DC143C,2013-3-9 19:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:19,#DC143C,2013-3-9 19:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:24,#DC143C,2013-3-9 19:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:29,#DC143C,2013-3-9 19:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:34,#DC143C,2013-3-9 19:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:39,#DC143C,2013-3-9 19:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:44,#DC143C,2013-3-9 19:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:49,#DC143C,2013-3-9 19:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:54,#DC143C,2013-3-9 19:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 19:59,#DC143C,2013-3-9 20:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:04,#DC143C,2013-3-9 20:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:09,#DC143C,2013-3-9 20:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:14,#DC143C,2013-3-9 20:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:19,#DC143C,2013-3-9 20:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:24,#DC143C,2013-3-9 20:25,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:29,#DC143C,2013-3-9 20:30,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:34,#DC143C,2013-3-9 20:35,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:39,#DC143C,2013-3-9 20:40,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:44,#DC143C,2013-3-9 20:45,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:49,#DC143C,2013-3-9 20:50,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:54,#DC143C,2013-3-9 20:55,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 20:59,#DC143C,2013-3-9 21:00,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 21:04,#DC143C,2013-3-9 21:05,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 21:09,#DC143C,2013-3-9 21:10,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 21:14,#DC143C,2013-3-9 21:15,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-9-13 21:19,#DC143C,2013-3-9 21:20,"March 9th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:10,#DC143C,2013-3-10 8:10,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:15,#DC143C,2013-3-10 8:15,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:20,#DC143C,2013-3-10 8:20,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:25,#DC143C,2013-3-10 8:25,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:30,#DC143C,2013-3-10 8:30,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:35,#DC143C,2013-3-10 8:35,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:40,#DC143C,2013-3-10 8:40,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:45,#DC143C,2013-3-10 8:45,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:50,#DC143C,2013-3-10 8:50,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 8:55,#DC143C,2013-3-10 8:55,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:00,#DC143C,2013-3-10 9:00,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:05,#DC143C,2013-3-10 9:05,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:10,#DC143C,2013-3-10 9:10,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:15,#DC143C,2013-3-10 9:15,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:20,#DC143C,2013-3-10 9:20,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:25,#DC143C,2013-3-10 9:25,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:30,#DC143C,2013-3-10 9:30,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:35,#DC143C,2013-3-10 9:35,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:40,#DC143C,2013-3-10 9:40,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:45,#DC143C,2013-3-10 9:45,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:50,#DC143C,2013-3-10 9:50,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 9:55,#DC143C,2013-3-10 9:55,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:00,#DC143C,2013-3-10 10:00,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:05,#DC143C,2013-3-10 10:05,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:10,#DC143C,2013-3-10 10:10,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:15,#DC143C,2013-3-10 10:15,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:20,#DC143C,2013-3-10 10:20,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:25,#DC143C,2013-3-10 10:25,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:30,#DC143C,2013-3-10 10:30,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:35,#DC143C,2013-3-10 10:35,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:40,#DC143C,2013-3-10 10:40,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:45,#DC143C,2013-3-10 10:45,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:50,#DC143C,2013-3-10 10:50,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 10:55,#DC143C,2013-3-10 10:55,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:00,#DC143C,2013-3-10 11:00,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:05,#DC143C,2013-3-10 11:05,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:10,#DC143C,2013-3-10 11:10,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:15,#DC143C,2013-3-10 11:15,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:20,#DC143C,2013-3-10 11:20,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:25,#DC143C,2013-3-10 11:25,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:30,#DC143C,2013-3-10 11:30,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:35,#DC143C,2013-3-10 11:35,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:40,#DC143C,2013-3-10 11:40,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:45,#DC143C,2013-3-10 11:45,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:50,#DC143C,2013-3-10 11:50,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 11:55,#DC143C,2013-3-10 11:55,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:00,#DC143C,2013-3-10 12:00,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:05,#DC143C,2013-3-10 12:05,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:10,#DC143C,2013-3-10 12:10,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:15,#DC143C,2013-3-10 12:15,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:20,#DC143C,2013-3-10 12:20,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:25,#DC143C,2013-3-10 12:25,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:30,#DC143C,2013-3-10 12:30,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:35,#DC143C,2013-3-10 12:35,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:40,#DC143C,2013-3-10 12:40,"March 10th, 13 BC"
,117.1883926,34.26539612,Pengcheng,Waterways,3-10-13 12:45,#DC143C,2013-3-10 12:45,"March 10th, 13 BC"
